Date Time Hour Beginning,Original Res Forecast before Lockdown,Residual Forecast,RSA Contracted Forecast,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours
2018-04-01 12:00:00 AM,,19904.967,20367.066,20237.0,20237.0,20722.058,1215.902,1120.0,19444.0,931.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1614.0,454.964,0.0,17.555,12.539,485.058,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3987.472,8028.71,275.907,8304,617,383.0,81.8,36.9,30.41
2018-04-01 01:00:00 AM,,19553.899,19988.733,19744.0,19744.0,20188.493,1203.474,1106.0,19297.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1945.0,392.958,0.0,39.131,12.404,444.493,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3987.472,7727.302,244.907,7972,209,388.0,83.0,38.5,32.85
2018-04-01 02:00:00 AM,,19314.284,19731.239,19631.0,19631.0,20019.603,1177.571,1117.0,19165.0,931.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1938.0,337.358,0.0,39.163,12.082,388.603,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3987.472,7704.704,193.727,7898,431,388.0,83.8,40.3,35.6
2018-04-01 03:00:00 AM,,19342.679,19753.554,19731.0,19731.0,20079.454,1184.312,1118.0,19279.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1952.0,297.234,0.0,38.942,12.278,348.454,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3990.072,7702.868,187.0,7889,868,389.0,85.0,42.0,37.76
2018-04-01 04:00:00 AM,,19538.89,19988.365,19890.0,19890.0,20237.49,1197.271,1108.0,19369.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1873.0,309.978,0.0,25.024,12.488,347.49,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3990.472,7685.115,187.0,7872,115,385.0,85.8,43.7,40.32
2018-04-01 05:00:00 AM,,20103.838,20600.806,20372.0,20372.0,20729.45,1270.385,1125.0,19342.0,931.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1382.0,345.302,0.0,0.0,12.148,357.45,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4017.139,7724.264,187.0,7911,264,384.0,87.0,45.6,42.74
2018-04-01 06:00:00 AM,,21036.213,21560.2,21280.0,21280.0,21636.397,1289.362,1178.0,19363.0,931.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-548.0,335.408,8.849,0.0,12.14,356.397,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4054.472,7588.141,187.0,7775,141,383.0,87.4,47.2,44.44
2018-04-01 07:00:00 AM,,22681.703,23447.173,22651.0,22651.0,23317.205,1367.023,1214.0,19867.0,932.0,0.0,0.0,475.0,208.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-41.0,364.519,289.484,0.257,11.945,666.205,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7473.138,187.0,7660,138,380.0,87.8,47.6,44.82
2018-04-01 08:00:00 AM,,24013.352,25242.639,23677.0,23677.0,24814.033,1396.007,1236.0,20645.0,931.0,0.0,0.0,481.0,416.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-28.0,325.85,757.341,42.06,11.782,1137.033,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7338.785,187.0,7525,785,384.0,87.4,47.2,44.69
2018-04-01 09:00:00 AM,,24241.366,25795.037,24053.0,24053.0,25485.461,1395.675,1234.0,20880.0,931.0,0.0,0.0,362.0,679.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-29.0,298.114,1023.372,98.601,12.374,1432.461,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7503.23,187.0,7690,23,386.0,87.4,46.0,43.93
2018-04-01 10:00:00 AM,,23991.598,25713.658,23708.0,23708.0,25410.147,1407.647,1217.0,20593.0,930.0,0.0,0.0,360.0,642.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-30.0,406.136,1139.942,143.683,12.386,1702.147,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7476.381,187.0,7663,381,381.004,86.6,44.85,43.05
2018-04-01 11:00:00 AM,,23765.734,25541.204,23225.0,23637.5,25441.002,1424.925,1209.0,20516.0,930.0,0.0,0.0,360.0,248.0,0.0,0.0,412.5,0.0,-2.0,-2.0,0.0,-34.0,449.808,1191.935,149.134,12.625,1803.502,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7459.074,187.0,7646,074,385.0,85.4,43.7,42.31
2018-04-01 12:00:00 PM,,23523.74,25278.346,22841.0,23308.5,25127.191,1435.328,1205.0,20099.0,930.0,0.0,0.0,360.0,282.0,0.0,0.0,467.5,0.0,-2.0,-1.0,0.0,-32.0,444.294,1167.252,194.491,12.654,1818.691,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7474.712,187.0,7661,712,382.0,85.4,43.7,41.64
2018-04-01 01:00:00 PM,,23010.643,24725.401,22264.0,22264.0,24028.863,1263.491,1220.0,19700.0,930.0,0.0,0.0,360.0,94.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-36.0,430.223,1143.799,178.35,12.491,1764.863,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7407.353,187.0,7594,353,385.0,85.0,43.7,40.74
2018-04-01 02:00:00 PM,,22381.707,24038.028,21625.0,21625.0,23449.222,1227.089,1234.0,19145.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-40.0,515.08,1111.404,185.248,12.49,1824.222,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4639.472,7396.367,200.817,7597,184,381.0,85.0,43.7,40.38
2018-04-01 03:00:00 PM,,22310.223,23847.695,21510.0,21510.0,23279.236,1224.292,1253.0,19010.0,931.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-40.0,593.833,958.969,203.8,12.634,1769.236,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4559.522,7393.344,338.983,7732,327,379.0,84.6,43.7,40.32
2018-04-01 04:00:00 PM,,22660.859,24023.786,21739.0,21739.0,23361.206,1307.277,1230.0,19223.0,931.0,0.0,0.0,360.0,36.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-37.0,677.779,688.097,243.848,12.482,1622.206,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4504.236,7379.483,187.0,7566,483,380.0,84.6,43.7,40.32
2018-04-01 05:00:00 PM,,23678.06,24712.683,23074.0,23074.0,24243.66,1379.294,1238.0,19857.0,930.0,0.0,0.0,360.0,724.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-31.0,651.578,275.729,229.877,12.476,1169.66,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4472.0,7082.068,187.0,7269,068,377.002,84.6,43.7,40.32
2018-04-01 06:00:00 PM,,25714.194,26458.402,25017.0,25017.0,25859.329,1613.563,1160.0,21146.0,930.0,0.0,0.0,475.0,1329.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-19.0,617.218,10.285,202.058,12.768,842.329,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4472.0,6840.74,187.0,7027,74,376.0,84.2,42.5,38.65
2018-04-01 07:00:00 PM,,25665.505,26328.402,24863.0,24863.0,25596.216,1631.14,1136.0,20817.0,930.0,0.0,0.0,480.0,1519.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-15.0,620.011,0.0,102.817,10.388,733.216,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4312.75,6777.189,268.173,7045,362,377.0,83.4,41.7,36.13
2018-04-01 08:00:00 PM,,23987.31,24575.451,23245.0,23245.0,23971.261,1555.726,1145.0,19365.0,929.0,0.0,0.0,480.0,1345.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-15.0,591.699,0.0,124.044,10.518,726.261,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4277.0,6927.98,392.611,7320,59,375.0,82.6,38.9,33.58
2018-04-01 09:00:00 PM,,22349.928,22811.954,21670.0,21670.0,22275.372,1419.317,1148.0,18866.0,929.0,0.0,0.0,362.0,505.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-136.0,453.522,0.0,138.3,13.55,605.372,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4277.0,6963.407,393.81,7357,217,375.0,81.8,36.9,30.94
2018-04-01 10:00:00 PM,,21002.46,21425.592,20598.0,20598.0,21085.547,1313.41,1107.0,19234.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1029.0,450.634,0.0,23.28,13.633,487.547,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4277.0,6632.18,502.32,7134,5,376.0,81.8,35.7,30.11
2018-04-01 11:00:00 PM,,19896.457,20297.255,19644.0,19644.0,20145.396,1217.104,1136.0,19413.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2191.0,488.998,0.0,0.0,12.398,501.396,2077.72,1474.19,300.0,21.78,3873.69,44546.0,4277.0,6558.504,482.752,7041,255,379.0,81.8,36.1,32.04
2018-04-02 12:00:00 AM,,19183.867,19525.933,19151.0,19151.0,19545.296,1184.357,1111.0,19066.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2312.0,381.887,0.0,0.0,12.409,394.296,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3641.9,6712.897,457.308,7170,205,375.0,82.6,38.5,35.45
2018-04-02 01:00:00 AM,,18820.802,19172.091,18952.0,18952.0,19314.7,1177.653,1118.0,18837.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2289.0,349.681,0.0,0.0,13.019,362.7,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6712.897,522.721,7235,618,374.0,83.4,40.3,38.88
2018-04-02 02:00:00 AM,,18718.435,19102.419,18742.0,18742.0,19074.827,1170.474,1066.0,18771.0,930.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2309.0,319.729,0.0,0.0,13.098,332.827,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6554.23,519.84,7074,07,373.0,84.6,42.0,42.68
2018-04-02 03:00:00 AM,,18712.473,19132.057,18894.0,18894.0,19217.768,1159.371,965.0,18936.0,930.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2286.0,311.318,0.0,0.0,12.45,323.768,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6456.196,495.11,6951,306,377.0,85.4,43.7,44.95
2018-04-02 04:00:00 AM,,18897.132,19359.685,18844.0,18844.0,19308.717,1162.401,655.0,19176.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2273.0,452.104,0.0,0.0,12.613,464.717,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6454.496,492.52,6947,016,371.0,86.6,45.6,48.57
2018-04-02 05:00:00 AM,,19450.1,19943.449,19219.0,19219.0,19922.751,1212.116,444.0,19527.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2038.0,690.813,0.0,0.0,12.938,703.751,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6445.86,562.22,7008,08,371.0,87.8,47.2,51.61
2018-04-02 06:00:00 AM,,20071.285,20678.209,19840.0,19840.0,20612.493,1145.54,741.0,19151.0,930.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1338.0,751.685,7.854,0.0,12.954,772.493,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6439.256,568.97,7008,226,371.002,89.0,48.8,54.19
2018-04-02 07:00:00 AM,,21556.978,22369.858,21464.0,21464.0,22360.386,1225.445,1116.0,19257.0,930.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-298.0,718.884,163.807,0.0,13.695,896.386,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6383.279,569.413,6952,693,369.002,89.7,49.6,55.59
2018-04-02 08:00:00 AM,,23353.202,24474.131,22940.0,22940.0,24094.921,1306.963,1219.0,19776.0,930.0,0.0,0.0,482.0,568.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-31.0,622.083,473.016,46.146,13.676,1154.921,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6398.78,583.401,6982,182,373.0,89.4,49.6,56.11
2018-04-02 09:00:00 AM,,24144.712,25561.186,23878.0,23878.0,25168.768,1318.07,1232.0,19966.0,930.0,0.0,0.0,387.0,1384.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-17.0,437.597,684.485,155.521,13.165,1290.768,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6368.863,707.877,7076,74,356.0,89.4,49.6,54.92
2018-04-02 10:00:00 AM,,24294.65,25974.359,23934.0,23934.0,25394.726,1359.212,1188.0,19945.0,930.0,0.0,0.0,360.0,1527.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-12.0,500.894,762.917,183.502,13.413,1460.726,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6308.281,753.0,7061,281,343.0,86.6,48.8,52.75
2018-04-02 11:00:00 AM,,24023.313,25840.181,23597.0,23597.0,25265.869,1403.648,1180.0,19649.0,930.0,0.0,0.0,360.0,1495.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-13.0,626.474,843.907,184.828,13.66,1668.869,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6521.484,651.667,7173,151,161.0,85.8,47.6,50.21
2018-04-02 12:00:00 PM,,23731.82,25666.643,23253.0,23253.0,25083.842,1414.294,1181.0,19399.0,929.0,0.0,0.0,360.0,1400.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-12.0,767.461,842.404,207.486,13.491,1830.842,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6900.84,373.0,7273,84,0.0,83.8,47.2,47.7
2018-04-02 01:00:00 PM,,23296.248,25271.511,22645.0,22645.0,24619.492,1366.57,1195.0,19552.0,930.0,0.0,0.0,360.0,643.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-31.0,894.016,849.783,217.302,13.391,1974.492,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6880.902,373.0,7253,902,0.0,82.2,46.0,44.95
2018-04-02 02:00:00 PM,,23064.386,24958.64,22430.0,22430.0,24342.784,1322.967,1197.0,19663.0,929.0,0.0,0.0,360.0,324.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-39.0,884.74,811.364,203.11,13.57,1912.784,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6872.885,298.6,7171,485,0.002,82.2,46.0,43.17
2018-04-02 03:00:00 PM,,23350.809,25047.126,22907.0,22907.0,24503.364,1326.667,1192.0,19923.0,929.0,0.0,0.0,360.0,541.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-34.0,839.616,577.949,165.299,13.5,1596.364,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6821.986,187.0,7008,986,0.0,82.2,46.0,42.18
2018-04-02 04:00:00 PM,,24131.806,25599.814,23376.0,23376.0,24992.523,1340.334,1205.0,20877.0,929.0,0.0,0.0,360.0,55.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-46.0,1102.16,311.493,189.427,13.443,1616.523,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6817.204,187.0,7004,204,0.0,81.8,46.0,41.09
2018-04-02 05:00:00 PM,,25569.466,26727.442,24562.0,24562.0,26231.695,1417.902,1217.0,22074.0,928.0,0.0,0.0,360.0,34.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-47.0,1361.553,135.351,159.255,13.536,1669.695,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6744.167,187.0,6931,167,0.0,81.8,46.0,41.39
2018-04-02 06:00:00 PM,,27580.619,28526.509,26561.0,26561.0,27973.787,1642.64,1162.0,23364.0,928.0,0.0,0.0,454.0,686.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-29.0,1238.437,5.917,155.576,12.857,1412.787,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6420.613,187.0,6607,613,275.0,81.8,46.0,41.39
2018-04-02 07:00:00 PM,,27367.433,28278.136,26128.0,26128.0,27375.821,1612.11,1127.0,23566.0,928.0,0.0,0.0,481.0,188.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-158.0,1083.291,0.0,151.34,13.19,1247.821,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6289.502,187.0,6476,502,388.0,81.4,45.6,39.45
2018-04-02 08:00:00 PM,,25306.173,26200.583,24512.0,24512.0,25351.975,1498.244,1116.0,22802.0,929.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-811.0,691.817,0.0,134.595,13.563,839.975,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6270.396,187.0,6457,396,387.0,81.8,44.8,39.91
2018-04-02 09:00:00 PM,,23360.687,24134.477,22637.0,22637.0,23370.451,1367.319,1118.0,21872.0,929.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1662.0,620.114,0.0,99.625,13.712,733.451,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6187.656,187.0,6374,656,388.0,82.6,44.8,40.865
2018-04-02 10:00:00 PM,,21445.626,22089.145,20896.0,20896.0,21480.533,1311.62,1097.0,20660.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2146.0,563.256,0.0,7.669,13.608,584.533,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6273.086,187.0,6460,086,387.0,83.8,46.8,41.82
2018-04-02 11:00:00 PM,,20146.257,20723.746,20075.0,20075.0,20571.356,1240.849,1097.0,20006.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2313.0,482.999,0.0,0.0,13.357,496.356,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6303.252,187.0,6490,252,385.006,84.6,48.0,44.75
2018-04-03 12:00:00 AM,,20049.73,20625.31,19476.0,19476.0,19930.973,1227.184,920.0,19563.0,928.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2291.0,441.762,0.0,0.0,13.211,454.973,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6257.252,187.0,6444,252,381.0,85.8,49.6,48.1
2018-04-03 01:00:00 AM,,19701.553,20222.83,19231.0,19231.0,19696.723,1201.246,891.0,19363.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2308.0,452.54,0.0,0.0,13.183,465.723,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6288.252,187.0,6475,252,383.004,86.6,51.2,51.26
2018-04-03 02:00:00 AM,,19636.244,20101.755,19030.0,19030.0,19524.501,1214.831,903.0,19127.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2285.0,481.43,0.0,0.0,13.071,494.501,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6658.235,187.0,6845,235,387.0,88.2,53.2,54.55
2018-04-03 03:00:00 AM,,20016.267,20431.274,19277.0,19277.0,19760.252,1188.982,1094.0,19176.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2278.0,470.262,0.0,0.0,12.99,483.252,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,7043.169,187.0,7230,169,389.0,89.4,55.2,57.77
2018-04-03 04:00:00 AM,,20955.399,21330.312,20204.0,20204.0,20652.54,1218.259,1169.0,19798.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2048.0,435.29,0.0,0.0,13.25,448.54,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,7024.504,187.0,7211,504,389.0,90.0,56.7,60.96
2018-04-03 05:00:00 AM,,22708.925,23082.753,22016.0,22016.0,22432.843,1400.977,1172.0,20114.0,929.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-555.0,403.465,0.0,0.0,13.378,416.843,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,7026.558,187.0,7213,558,389.0,90.8,58.5,63.77
2018-04-03 06:00:00 AM,,24829.116,25254.831,23865.0,23865.0,24267.36,1358.753,1267.0,21000.0,930.0,0.0,0.0,360.0,371.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-59.0,380.777,8.366,0.0,13.217,402.36,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6969.144,187.0,7156,144,388.0,91.8,58.7,64.09
2018-04-03 07:00:00 AM,,26092.363,26675.725,25135.0,25135.0,25704.68,1337.375,1360.0,21459.0,930.0,0.0,0.0,475.0,939.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-24.0,332.877,223.732,0.0,13.071,569.68,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3620.0,6979.502,187.0,7166,502,386.0,91.5,58.7,63.36
2018-04-03 08:00:00 AM,,27418.911,28263.569,26167.0,26167.0,27113.829,1395.705,1319.0,22269.0,930.0,0.0,0.0,481.0,1189.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-17.0,267.045,666.401,0.0,13.383,946.829,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3553.5,7036.221,187.0,7223,221,386.0,91.2,56.7,61.51
2018-04-03 09:00:00 AM,,27491.676,28650.281,26292.0,26302.0,27452.476,1442.537,1313.0,22745.0,930.0,0.0,0.0,364.0,969.0,0.0,0.0,10.0,0.0,-2.0,-2.0,0.0,-25.0,248.43,888.799,0.0,13.247,1150.476,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,7148.019,187.0,7335,019,388.002,91.2,54.4,59.15
2018-04-03 10:00:00 AM,,27540.197,28872.97,26410.0,26430.0,27785.502,1514.835,1225.0,22894.0,930.0,0.0,0.0,360.0,1030.0,0.0,0.0,20.0,0.0,-2.0,-2.0,0.0,-25.0,239.331,1073.067,29.801,13.303,1355.502,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,7047.6,187.0,7234,6,391.0,90.3,53.2,57.31
2018-04-03 11:00:00 AM,,27607.742,29002.996,26230.011,26250.011,27710.82,1531.657,1224.0,22847.0,930.0,0.0,0.0,360.0,900.0,0.0,0.0,20.0,0.011,-2.0,-2.0,0.0,-27.0,231.574,1133.955,82.011,13.269,1460.809,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,7017.07,161.667,7178,737,394.0,89.7,52.8,55.44
2018-04-03 12:00:00 PM,,27386.089,28767.057,26340.0,26360.0,27737.65,1549.534,1234.0,23042.0,930.0,0.0,0.0,360.0,801.0,0.0,0.0,20.0,0.0,-2.0,-2.0,0.0,-23.0,203.525,1074.469,86.052,13.604,1377.65,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,7135.617,147.0,7282,617,396.0,89.0,52.0,53.75
2018-04-03 01:00:00 PM,,27330.78,28660.305,26396.0,26416.0,27816.326,1563.386,1232.0,22822.0,931.0,0.0,0.0,360.0,1069.0,0.0,0.0,20.0,0.0,-2.0,-2.0,0.0,-14.0,190.394,1099.478,96.737,13.717,1400.326,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,7573.389,147.0,7720,389,387.0,89.0,50.8,51.68
2018-04-03 02:00:00 PM,,27343.057,28595.028,26582.0,26602.0,27930.134,1607.849,1228.0,23089.0,931.0,0.0,0.0,360.0,998.0,0.0,0.0,20.0,0.0,-2.0,-2.0,0.0,-20.0,267.529,972.969,74.243,13.393,1328.134,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,7868.281,147.0,8015,281,389.0,88.6,49.6,49.73
2018-04-03 03:00:00 PM,,27799.752,28903.462,27243.0,27263.0,28363.151,1608.792,1234.0,23645.0,931.0,0.0,0.0,360.0,1096.0,0.0,0.0,20.0,0.0,-2.0,-2.0,0.0,-19.0,213.505,842.188,30.883,13.575,1100.151,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,8349.543,147.0,8496,543,376.0,88.6,48.8,47.23
2018-04-03 04:00:00 PM,,28279.736,29218.037,27705.0,27725.0,28567.759,1636.576,1241.0,24370.0,931.0,0.0,0.0,360.0,835.0,0.0,0.0,20.0,0.0,-2.0,-2.0,0.0,-28.0,293.702,511.182,24.095,13.78,842.759,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,8609.624,208.645,8818,269,367.0,88.2,47.2,44.5
2018-04-03 05:00:00 PM,,28741.443,29464.319,28476.0,28476.0,29120.983,1607.008,1249.0,25009.0,930.0,0.0,0.0,360.0,957.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-25.0,398.59,166.832,65.697,13.864,644.983,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,8790.138,360.712,9150,85,359.002,87.4,46.8,42.93
2018-04-03 06:00:00 PM,,30140.623,30776.356,29625.0,29830.5,30382.315,1760.049,1196.0,25336.0,930.0,0.0,0.0,548.0,1630.0,0.0,0.0,205.5,0.0,-2.0,-2.0,0.0,-11.0,447.382,3.401,87.054,13.978,551.815,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,8892.99,364.831,9257,821,355.0,86.6,46.0,41.21
2018-04-03 07:00:00 PM,,29877.94,30571.915,28646.0,29067.0,29686.038,1709.899,1174.0,25258.0,930.0,0.0,0.0,599.0,711.0,0.0,0.0,421.0,0.0,-2.0,-2.0,0.0,-22.0,520.939,0.0,84.133,13.966,619.038,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,8743.585,321.689,9065,274,361.0,85.4,44.0,38.37
2018-04-03 08:00:00 PM,,27838.372,28519.368,27044.0,27239.5,27829.099,1688.715,1133.0,24872.0,930.0,0.0,0.0,405.0,22.0,0.0,0.0,195.5,0.0,-2.0,-2.0,0.0,-314.0,521.193,0.0,54.38,14.026,589.599,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3430.0,8065.87,341.833,8407,703,369.0,85.0,44.0,36.34
